"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2015/16","S08000028"," ","Total","d","1 - 7 days",50
"2015/16","S08000028"," ","Total","d","8 - 28 days",15
"2015/16","S08000028"," ","Total","d","29 days - 6 months",20
"2015/16","S08000028"," ","Total","d","> 6 months",5
"2015/16","SB0802"," ","SMR01"," ","< 1 day",0
"2015/16","SB0802"," ","SMR01"," ","1 - 7 days",0
"2015/16","SB0802"," ","SMR01"," ","8 - 28 days",0
"2015/16","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2015/16","SB0802"," ","SMR01"," ","> 6 months",0
"2015/16","SB0802"," ","SMR04"," ","< 1 day",0
"2015/16","SB0802"," ","SMR04"," ","1 - 7 days",0
"2015/16","SB0802"," ","SMR04"," ","8 - 28 days",0
"2015/16","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2015/16","SB0802"," ","SMR04"," ","> 6 months",15
"2015/16","SB0802"," ","Total","d","< 1 day",0
"2015/16","SB0802"," ","Total","d","1 - 7 days",0
"2015/16","SB0802"," ","Total","d","8 - 28 days",0
"2015/16","SB0802"," ","Total","d","29 days - 6 months",0
"2015/16","SB0802"," ","Total","d","> 6 months",15
"2015/16","S92000003","d","SMR01"," ","< 1 day",2510
"2015/16","S92000003","d","SMR01"," ","1 - 7 days",6765
"2015/16","S92000003","d","SMR01"," ","8 - 28 days",2160
"2015/16","S92000003","d","SMR01"," ","29 days - 6 months",980
"2015/16","S92000003","d","SMR01"," ","> 6 months",40
"2015/16","S92000003","d","SMR04"," ","< 1 day",730
"2015/16","S92000003","d","SMR04"," ","1 - 7 days",4555
"2015/16","S92000003","d","SMR04"," ","8 - 28 days",5975
"2015/16","S92000003","d","SMR04"," ","29 days - 6 months",5355
"2015/16","S92000003","d","SMR04"," ","> 6 months",1180
"2015/16","S92000003","d","Total","d","< 1 day",3240
"2015/16","S92000003","d","Total","d","1 - 7 days",11320
"2015/16","S92000003","d","Total","d","8 - 28 days",8135
"2015/16","S92000003","d","Total","d","29 days - 6 months",6335
"2015/16","S92000003","d","Total","d","> 6 months",1215
"2016/17","SB0801"," ","SMR01"," ","< 1 day",0
"2016/17","SB0801"," ","SMR01"," ","1 - 7 days",0
"2016/17","SB0801"," ","SMR01"," ","8 - 28 days",0
"2016/17","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2016/17","SB0801"," ","SMR01"," ","> 6 months",0
"2016/17","SB0801"," ","SMR04"," ","< 1 day",0
"2016/17","SB0801"," ","SMR04"," ","1 - 7 days",0
"2016/17","SB0801"," ","SMR04"," ","8 - 28 days",0
"2016/17","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2016/17","SB0801"," ","SMR04"," ","> 6 months",0
"2016/17","SB0801"," ","Total","d","< 1 day",0
"2016/17","SB0801"," ","Total","d","1 - 7 days",0
"2016/17","SB0801"," ","Total","d","8 - 28 days",0
"2016/17","SB0801"," ","Total","d","29 days - 6 months",0
"2016/17","SB0801"," ","Total","d","> 6 months",0
"2016/17","S08000015"," ","SMR01"," ","< 1 day",180
"2016/17","S08000015"," ","SMR01"," ","1 - 7 days",530
"2016/17","S08000015"," ","SMR01"," ","8 - 28 days",165
"2016/17","S08000015"," ","SMR01"," ","29 days - 6 months",65
"2016/17","S08000015"," ","SMR01"," ","> 6 months",5
"2016/17","S08000015"," ","SMR04"," ","< 1 day",15
"2016/17","S08000015"," ","SMR04"," ","1 - 7 days",290
"2016/17","S08000015"," ","SMR04"," ","8 - 28 days",330
"2016/17","S08000015"," ","SMR04"," ","29 days - 6 months",310
"2016/17","S08000015"," ","SMR04"," ","> 6 months",45
"2016/17","S08000015"," ","Total","d","< 1 day",195
"2016/17","S08000015"," ","Total","d","1 - 7 days",820
"2016/17","S08000015"," ","Total","d","8 - 28 days",495
"2016/17","S08000015"," ","Total","d","29 days - 6 months",375
"2016/17","S08000015"," ","Total","d","> 6 months",50
"2016/17","S08000016"," ","SMR01"," ","< 1 day",30
"2016/17","S08000016"," ","SMR01"," ","1 - 7 days",110
"2016/17","S08000016"," ","SMR01"," ","8 - 28 days",35
"2016/17","S08000016"," ","SMR01"," ","29 days - 6 months",10
"2016/17","S08000016"," ","SMR01"," ","> 6 months",0
"2016/17","S08000016"," ","SMR04"," ","< 1 day",5
"2016/17","S08000016"," ","SMR04"," ","1 - 7 days",120
"2016/17","S08000016"," ","SMR04"," ","8 - 28 days",120
"2016/17","S08000016"," ","SMR04"," ","29 days - 6 months",90
"2016/17","S08000016"," ","SMR04"," ","> 6 months",25
"2016/17","S08000016"," ","Total","d","< 1 day",40
"2016/17","S08000016"," ","Total","d","1 - 7 days",230
"2016/17","S08000016"," ","Total","d","8 - 28 days",155
"2016/17","S08000016"," ","Total","d","29 days - 6 months",100
"2016/17","S08000016"," ","Total","d","> 6 months",25
"2016/17","S08000017"," ","SMR01"," ","< 1 day",245
"2016/17","S08000017"," ","SMR01"," ","1 - 7 days",175
"2016/17","S08000017"," ","SMR01"," ","8 - 28 days",80
"2016/17","S08000017"," ","SMR01"," ","29 days - 6 months",40
"2016/17","S08000017"," ","SMR01"," ","> 6 months",0
"2016/17","S08000017"," ","SMR04"," ","< 1 day",40
"2016/17","S08000017"," ","SMR04"," ","1 - 7 days",195
"2016/17","S08000017"," ","SMR04"," ","8 - 28 days",150
"2016/17","S08000017"," ","SMR04"," ","29 days - 6 months",135
"2016/17","S08000017"," ","SMR04"," ","> 6 months",15
"2016/17","S08000017"," ","Total","d","< 1 day",285
"2016/17","S08000017"," ","Total","d","1 - 7 days",370
"2016/17","S08000017"," ","Total","d","8 - 28 days",230
"2016/17","S08000017"," ","Total","d","29 days - 6 months",175
"2016/17","S08000017"," ","Total","d","> 6 months",15
"2016/17","S08000029"," ","SMR01"," ","< 1 day",210
"2016/17","S08000029"," ","SMR01"," ","1 - 7 days",355
"2016/17","S08000029"," ","SMR01"," ","8 - 28 days",185
"2016/17","S08000029"," ","SMR01"," ","29 days - 6 months",90
"2016/17","S08000029"," ","SMR01"," ","> 6 months",5
"2016/17","S08000029"," ","SMR04"," ","< 1 day",25
"2016/17","S08000029"," ","SMR04"," ","1 - 7 days",365
"2016/17","S08000029"," ","SMR04"," ","8 - 28 days",365
"2016/17","S08000029"," ","SMR04"," ","29 days - 6 months",335
"2016/17","S08000029"," ","SMR04"," ","> 6 months",90
"2016/17","S08000029"," ","Total","d","< 1 day",235
"2016/17","S08000029"," ","Total","d","1 - 7 days",720
"2016/17","S08000029"," ","Total","d","8 - 28 days",550
"2016/17","S08000029"," ","Total","d","29 days - 6 months",425
"2016/17","S08000029"," ","Total","d","> 6 months",95
"2016/17","S08000019"," ","SMR01"," ","< 1 day",75
"2016/17","S08000019"," ","SMR01"," ","1 - 7 days",260
"2016/17","S08000019"," ","SMR01"," ","8 - 28 days",80
"2016/17","S08000019"," ","SMR01"," ","29 days - 6 months",35
"2016/17","S08000019"," ","SMR01"," ","> 6 months",0
"2016/17","S08000019"," ","SMR04"," ","< 1 day",50
"2016/17","S08000019"," ","SMR04"," ","1 - 7 days",470
"2016/17","S08000019"," ","SMR04"," ","8 - 28 days",280
"2016/17","S08000019"," ","SMR04"," ","29 days - 6 months",225
"2016/17","S08000019"," ","SMR04"," ","> 6 months",75
"2016/17","S08000019"," ","Total","d","< 1 day",130
"2016/17","S08000019"," ","Total","d","1 - 7 days",730
"2016/17","S08000019"," ","Total","d","8 - 28 days",355
"2016/17","S08000019"," ","Total","d","29 days - 6 months",260
"2016/17","S08000019"," ","Total","d","> 6 months",75
"2016/17","S08000020"," ","SMR01"," ","< 1 day",205
"2016/17","S08000020"," ","SMR01"," ","1 - 7 days",615
"2016/17","S08000020"," ","SMR01"," ","8 - 28 days",135
"2016/17","S08000020"," ","SMR01"," ","29 days - 6 months",70
"2016/17","S08000020"," ","SMR01"," ","> 6 months",5
"2016/17","S08000020"," ","SMR04"," ","< 1 day",55
"2016/17","S08000020"," ","SMR04"," ","1 - 7 days",310
"2016/17","S08000020"," ","SMR04"," ","8 - 28 days",475
"2016/17","S08000020"," ","SMR04"," ","29 days - 6 months",540
"2016/17","S08000020"," ","SMR04"," ","> 6 months",120
"2016/17","S08000020"," ","Total","d","< 1 day",260
"2016/17","S08000020"," ","Total","d","1 - 7 days",925
"2016/17","S08000020"," ","Total","d","8 - 28 days",610
"2016/17","S08000020"," ","Total","d","29 days - 6 months",605
"2016/17","S08000020"," ","Total","d","> 6 months",120
"2016/17","S08000031"," ","SMR01"," ","< 1 day",825
"2016/17","S08000031"," ","SMR01"," ","1 - 7 days",2630
"2016/17","S08000031"," ","SMR01"," ","8 - 28 days",740
"2016/17","S08000031"," ","SMR01"," ","29 days - 6 months",215
"2016/17","S08000031"," ","SMR01"," ","> 6 months",0
"2016/17","S08000031"," ","SMR04"," ","< 1 day",50
"2016/17","S08000031"," ","SMR04"," ","1 - 7 days",920
"2016/17","S08000031"," ","SMR04"," ","8 - 28 days",1615
"2016/17","S08000031"," ","SMR04"," ","29 days - 6 months",1450
"2016/17","S08000031"," ","SMR04"," ","> 6 months",340
"2016/17","S08000031"," ","Total","d","< 1 day",875
"2016/17","S08000031"," ","Total","d","1 - 7 days",3550
"2016/17","S08000031"," ","Total","d","8 - 28 days",2350
"2016/17","S08000031"," ","Total","d","29 days - 6 months",1660
"2016/17","S08000031"," ","Total","d","> 6 months",345
"2016/17","S08000022"," ","SMR01"," ","< 1 day",150
"2016/17","S08000022"," ","SMR01"," ","1 - 7 days",430
"2016/17","S08000022"," ","SMR01"," ","8 - 28 days",130
"2016/17","S08000022"," ","SMR01"," ","29 days - 6 months",50
"2016/17","S08000022"," ","SMR01"," ","> 6 months",10
"2016/17","S08000022"," ","SMR04"," ","< 1 day",20
"2016/17","S08000022"," ","SMR04"," ","1 - 7 days",220
"2016/17","S08000022"," ","SMR04"," ","8 - 28 days",345
"2016/17","S08000022"," ","SMR04"," ","29 days - 6 months",290
"2016/17","S08000022"," ","SMR04"," ","> 6 months",65
"2016/17","S08000022"," ","Total","d","< 1 day",170
"2016/17","S08000022"," ","Total","d","1 - 7 days",650
"2016/17","S08000022"," ","Total","d","8 - 28 days",475
"2016/17","S08000022"," ","Total","d","29 days - 6 months",345
"2016/17","S08000022"," ","Total","d","> 6 months",70
"2016/17","S08000032"," ","SMR01"," ","< 1 day",325
"2016/17","S08000032"," ","SMR01"," ","1 - 7 days",850
"2016/17","S08000032"," ","SMR01"," ","8 - 28 days",315
"2016/17","S08000032"," ","SMR01"," ","29 days - 6 months",90
"2016/17","S08000032"," ","SMR01"," ","> 6 months",0
"2016/17","S08000032"," ","SMR04"," ","< 1 day",30
"2016/17","S08000032"," ","SMR04"," ","1 - 7 days",345
"2016/17","S08000032"," ","SMR04"," ","8 - 28 days",635
"2016/17","S08000032"," ","SMR04"," ","29 days - 6 months",470
"2016/17","S08000032"," ","SMR04"," ","> 6 months",85
"2016/17","S08000032"," ","Total","d","< 1 day",350
"2016/17","S08000032"," ","Total","d","1 - 7 days",1195
"2016/17","S08000032"," ","Total","d","8 - 28 days",955
"2016/17","S08000032"," ","Total","d","29 days - 6 months",560
"2016/17","S08000032"," ","Total","d","> 6 months",85
"2016/17","S08000024"," ","SMR01"," ","< 1 day",365
"2016/17","S08000024"," ","SMR01"," ","1 - 7 days",930
"2016/17","S08000024"," ","SMR01"," ","8 - 28 days",320
"2016/17","S08000024"," ","SMR01"," ","29 days - 6 months",220
"2016/17","S08000024"," ","SMR01"," ","> 6 months",5
"2016/17","S08000024"," ","SMR04"," ","< 1 day",320
"2016/17","S08000024"," ","SMR04"," ","1 - 7 days",640
"2016/17","S08000024"," ","SMR04"," ","8 - 28 days",820
"2016/17","S08000024"," ","SMR04"," ","29 days - 6 months",745
"2016/17","S08000024"," ","SMR04"," ","> 6 months",195
"2016/17","S08000024"," ","Total","d","< 1 day",685
"2016/17","S08000024"," ","Total","d","1 - 7 days",1570
"2016/17","S08000024"," ","Total","d","8 - 28 days",1140
"2016/17","S08000024"," ","Total","d","29 days - 6 months",965
"2016/17","S08000024"," ","Total","d","> 6 months",200
"2016/17","S08000025"," ","SMR01"," ","< 1 day",10
"2016/17","S08000025"," ","SMR01"," ","1 - 7 days",10
"2016/17","S08000025"," ","SMR01"," ","8 - 28 days",0
"2016/17","S08000025"," ","SMR01"," ","29 days - 6 months",5
"2016/17","S08000025"," ","SMR01"," ","> 6 months",0
"2016/17","S08000025"," ","SMR04"," ","< 1 day",0
"2016/17","S08000025"," ","SMR04"," ","1 - 7 days",0
"2016/17","S08000025"," ","SMR04"," ","8 - 28 days",0
"2016/17","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2016/17","S08000025"," ","SMR04"," ","> 6 months",0
"2016/17","S08000025"," ","Total","d","< 1 day",10
"2016/17","S08000025"," ","Total","d","1 - 7 days",10
"2016/17","S08000025"," ","Total","d","8 - 28 days",0
"2016/17","S08000025"," ","Total","d","29 days - 6 months",5
"2016/17","S08000025"," ","Total","d","> 6 months",0
"2016/17","S08000026"," ","SMR01"," ","< 1 day",20
"2016/17","S08000026"," ","SMR01"," ","1 - 7 days",50
"2016/17","S08000026"," ","SMR01"," ","8 - 28 days",0
"2016/17","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2016/17","S08000026"," ","SMR01"," ","> 6 months",0
"2016/17","S08000026"," ","SMR04"," ","< 1 day",0
"2016/17","S08000026"," ","SMR04"," ","1 - 7 days",0
"2016/17","S08000026"," ","SMR04"," ","8 - 28 days",0
"2016/17","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2016/17","S08000026"," ","SMR04"," ","> 6 months",0
"2016/17","S08000026"," ","Total","d","< 1 day",20
"2016/17","S08000026"," ","Total","d","1 - 7 days",50
"2016/17","S08000026"," ","Total","d","8 - 28 days",0
"2016/17","S08000026"," ","Total","d","29 days - 6 months",0
"2016/17","S08000026"," ","Total","d","> 6 months",0
"2016/17","S08000030"," ","SMR01"," ","< 1 day",150
"2016/17","S08000030"," ","SMR01"," ","1 - 7 days",400
"2016/17","S08000030"," ","SMR01"," ","8 - 28 days",220
"2016/17","S08000030"," ","SMR01"," ","29 days - 6 months",90
"2016/17","S08000030"," ","SMR01"," ","> 6 months",5
"2016/17","S08000030"," ","SMR04"," ","< 1 day",125
"2016/17","S08000030"," ","SMR04"," ","1 - 7 days",570
"2016/17","S08000030"," ","SMR04"," ","8 - 28 days",515
"2016/17","S08000030"," ","SMR04"," ","29 days - 6 months",615
"2016/17","S08000030"," ","SMR04"," ","> 6 months",110
"2016/17","S08000030"," ","Total","d","< 1 day",275
"2016/17","S08000030"," ","Total","d","1 - 7 days",970
"2016/17","S08000030"," ","Total","d","8 - 28 days",735
"2016/17","S08000030"," ","Total","d","29 days - 6 months",710
"2016/17","S08000030"," ","Total","d","> 6 months",110
"2016/17","S08000028"," ","SMR01"," ","< 1 day",25
"2016/17","S08000028"," ","SMR01"," ","1 - 7 days",50
"2016/17","S08000028"," ","SMR01"," ","8 - 28 days",10
"2016/17","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2016/17","S08000028"," ","SMR01"," ","> 6 months",0
"2016/17","S08000028"," ","SMR04"," ","< 1 day",0
"2016/17","S08000028"," ","SMR04"," ","1 - 7 days",10
"2016/17","S08000028"," ","SMR04"," ","8 - 28 days",10
"2016/17","S08000028"," ","SMR04"," ","29 days - 6 months",5
"2016/17","S08000028"," ","SMR04"," ","> 6 months",10
"2016/17","S08000028"," ","Total","d","< 1 day",25
"2016/17","S08000028"," ","Total","d","1 - 7 days",60
"2016/17","S08000028"," ","Total","d","8 - 28 days",20
"2016/17","S08000028"," ","Total","d","29 days - 6 months",10
"2016/17","S08000028"," ","Total","d","> 6 months",10
"2016/17","SB0802"," ","SMR01"," ","< 1 day",0
"2016/17","SB0802"," ","SMR01"," ","1 - 7 days",0
"2016/17","SB0802"," ","SMR01"," ","8 - 28 days",0
"2016/17","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2016/17","SB0802"," ","SMR01"," ","> 6 months",0
"2016/17","SB0802"," ","SMR04"," ","< 1 day",0
"2016/17","SB0802"," ","SMR04"," ","1 - 7 days",0
"2016/17","SB0802"," ","SMR04"," ","8 - 28 days",0
"2016/17","SB0802"," ","SMR04"," ","29 days - 6 months",5
"2016/17","SB0802"," ","SMR04"," ","> 6 months",15
"2016/17","SB0802"," ","Total","d","< 1 day",0
"2016/17","SB0802"," ","Total","d","1 - 7 days",0
"2016/17","SB0802"," ","Total","d","8 - 28 days",0
"2016/17","SB0802"," ","Total","d","29 days - 6 months",5
"2016/17","SB0802"," ","Total","d","> 6 months",15
"2016/17","S92000003","d","SMR01"," ","< 1 day",2815
"2016/17","S92000003","d","SMR01"," ","1 - 7 days",7400
"2016/17","S92000003","d","SMR01"," ","8 - 28 days",2420
"2016/17","S92000003","d","SMR01"," ","29 days - 6 months",980
"2016/17","S92000003","d","SMR01"," ","> 6 months",35
"2016/17","S92000003","d","SMR04"," ","< 1 day",740
"2016/17","S92000003","d","SMR04"," ","1 - 7 days",4460
"2016/17","S92000003","d","SMR04"," ","8 - 28 days",5655
"2016/17","S92000003","d","SMR04"," ","29 days - 6 months",5215
"2016/17","S92000003","d","SMR04"," ","> 6 months",1185
"2016/17","S92000003","d","Total","d","< 1 day",3555
"2016/17","S92000003","d","Total","d","1 - 7 days",11855
"2016/17","S92000003","d","Total","d","8 - 28 days",8075
"2016/17","S92000003","d","Total","d","29 days - 6 months",6195
"2016/17","S92000003","d","Total","d","> 6 months",1215
"2017/18","SB0801"," ","SMR01"," ","< 1 day",0
"2017/18","SB0801"," ","SMR01"," ","1 - 7 days",0
"2017/18","SB0801"," ","SMR01"," ","8 - 28 days",0
"2017/18","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2017/18","SB0801"," ","SMR01"," ","> 6 months",0
"2017/18","SB0801"," ","SMR04"," ","< 1 day",0
"2017/18","SB0801"," ","SMR04"," ","1 - 7 days",0
"2017/18","SB0801"," ","SMR04"," ","8 - 28 days",0
"2017/18","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2017/18","SB0801"," ","SMR04"," ","> 6 months",0
"2017/18","SB0801"," ","Total","d","< 1 day",0
"2017/18","SB0801"," ","Total","d","1 - 7 days",0
"2017/18","SB0801"," ","Total","d","8 - 28 days",0
"2017/18","SB0801"," ","Total","d","29 days - 6 months",0
"2017/18","SB0801"," ","Total","d","> 6 months",0
"2017/18","S08000015"," ","SMR01"," ","< 1 day",185
"2017/18","S08000015"," ","SMR01"," ","1 - 7 days",545
"2017/18","S08000015"," ","SMR01"," ","8 - 28 days",145
"2017/18","S08000015"," ","SMR01"," ","29 days - 6 months",50
"2017/18","S08000015"," ","SMR01"," ","> 6 months",5
"2017/18","S08000015"," ","SMR04"," ","< 1 day",15
"2017/18","S08000015"," ","SMR04"," ","1 - 7 days",315
"2017/18","S08000015"," ","SMR04"," ","8 - 28 days",290
"2017/18","S08000015"," ","SMR04"," ","29 days - 6 months",310
"2017/18","S08000015"," ","SMR04"," ","> 6 months",55
"2017/18","S08000015"," ","Total","d","< 1 day",200
"2017/18","S08000015"," ","Total","d","1 - 7 days",860
"2017/18","S08000015"," ","Total","d","8 - 28 days",430
"2017/18","S08000015"," ","Total","d","29 days - 6 months",360
"2017/18","S08000015"," ","Total","d","> 6 months",60
"2017/18","S08000016"," ","SMR01"," ","< 1 day",45
"2017/18","S08000016"," ","SMR01"," ","1 - 7 days",130
"2017/18","S08000016"," ","SMR01"," ","8 - 28 days",60
"2017/18","S08000016"," ","SMR01"," ","29 days - 6 months",15
"2017/18","S08000016"," ","SMR01"," ","> 6 months",0
"2017/18","S08000016"," ","SMR04"," ","< 1 day",5
"2017/18","S08000016"," ","SMR04"," ","1 - 7 days",125
"2017/18","S08000016"," ","SMR04"," ","8 - 28 days",105
"2017/18","S08000016"," ","SMR04"," ","29 days - 6 months",105
"2017/18","S08000016"," ","SMR04"," ","> 6 months",20
"2017/18","S08000016"," ","Total","d","< 1 day",50
"2017/18","S08000016"," ","Total","d","1 - 7 days",255
"2017/18","S08000016"," ","Total","d","8 - 28 days",165
"2017/18","S08000016"," ","Total","d","29 days - 6 months",120
"2017/18","S08000016"," ","Total","d","> 6 months",20
"2017/18","S08000017"," ","SMR01"," ","< 1 day",205
"2017/18","S08000017"," ","SMR01"," ","1 - 7 days",165
"2017/18","S08000017"," ","SMR01"," ","8 - 28 days",75
"2017/18","S08000017"," ","SMR01"," ","29 days - 6 months",25
"2017/18","S08000017"," ","SMR01"," ","> 6 months",5
"2017/18","S08000017"," ","SMR04"," ","< 1 day",65
"2017/18","S08000017"," ","SMR04"," ","1 - 7 days",215
"2017/18","S08000017"," ","SMR04"," ","8 - 28 days",145
"2017/18","S08000017"," ","SMR04"," ","29 days - 6 months",145
"2017/18","S08000017"," ","SMR04"," ","> 6 months",10
"2017/18","S08000017"," ","Total","d","< 1 day",270
"2017/18","S08000017"," ","Total","d","1 - 7 days",380
"2017/18","S08000017"," ","Total","d","8 - 28 days",225
"2017/18","S08000017"," ","Total","d","29 days - 6 months",170
"2017/18","S08000017"," ","Total","d","> 6 months",15
"2017/18","S08000029"," ","SMR01"," ","< 1 day",255
"2017/18","S08000029"," ","SMR01"," ","1 - 7 days",530
"2017/18","S08000029"," ","SMR01"," ","8 - 28 days",270
"2017/18","S08000029"," ","SMR01"," ","29 days - 6 months",120
"2017/18","S08000029"," ","SMR01"," ","> 6 months",5
"2017/18","S08000029"," ","SMR04"," ","< 1 day",35
"2017/18","S08000029"," ","SMR04"," ","1 - 7 days",325
"2017/18","S08000029"," ","SMR04"," ","8 - 28 days",315
"2017/18","S08000029"," ","SMR04"," ","29 days - 6 months",340
"2017/18","S08000029"," ","SMR04"," ","> 6 months",90
"2017/18","S08000029"," ","Total","d","< 1 day",290
"2017/18","S08000029"," ","Total","d","1 - 7 days",855
"2017/18","S08000029"," ","Total","d","8 - 28 days",585
"2017/18","S08000029"," ","Total","d","29 days - 6 months",465
"2017/18","S08000029"," ","Total","d","> 6 months",95
"2017/18","S08000019"," ","SMR01"," ","< 1 day",130
"2017/18","S08000019"," ","SMR01"," ","1 - 7 days",315
"2017/18","S08000019"," ","SMR01"," ","8 - 28 days",85
"2017/18","S08000019"," ","SMR01"," ","29 days - 6 months",30
"2017/18","S08000019"," ","SMR01"," ","> 6 months",5
"2017/18","S08000019"," ","SMR04"," ","< 1 day",45
"2017/18","S08000019"," ","SMR04"," ","1 - 7 days",380
"2017/18","S08000019"," ","SMR04"," ","8 - 28 days",315
"2017/18","S08000019"," ","SMR04"," ","29 days - 6 months",230
"2017/18","S08000019"," ","SMR04"," ","> 6 months",75
"2017/18","S08000019"," ","Total","d","< 1 day",175
"2017/18","S08000019"," ","Total","d","1 - 7 days",695
"2017/18","S08000019"," ","Total","d","8 - 28 days",400
"2017/18","S08000019"," ","Total","d","29 days - 6 months",260
"2017/18","S08000019"," ","Total","d","> 6 months",75
"2017/18","S08000020"," ","SMR01"," ","< 1 day",180
"2017/18","S08000020"," ","SMR01"," ","1 - 7 days",615
"2017/18","S08000020"," ","SMR01"," ","8 - 28 days",125
"2017/18","S08000020"," ","SMR01"," ","29 days - 6 months",60
"2017/18","S08000020"," ","SMR01"," ","> 6 months",0
"2017/18","S08000020"," ","SMR04"," ","< 1 day",65
"2017/18","S08000020"," ","SMR04"," ","1 - 7 days",385
"2017/18","S08000020"," ","SMR04"," ","8 - 28 days",505
"2017/18","S08000020"," ","SMR04"," ","29 days - 6 months",500
"2017/18","S08000020"," ","SMR04"," ","> 6 months",110
"2017/18","S08000020"," ","Total","d","< 1 day",245
"2017/18","S08000020"," ","Total","d","1 - 7 days",1000
"2017/18","S08000020"," ","Total","d","8 - 28 days",635
"2017/18","S08000020"," ","Total","d","29 days - 6 months",555
"2017/18","S08000020"," ","Total","d","> 6 months",115
"2017/18","S08000031"," ","SMR01"," ","< 1 day",805
"2017/18","S08000031"," ","SMR01"," ","1 - 7 days",2755
"2017/18","S08000031"," ","SMR01"," ","8 - 28 days",870
"2017/18","S08000031"," ","SMR01"," ","29 days - 6 months",260
"2017/18","S08000031"," ","SMR01"," ","> 6 months",0
"2017/18","S08000031"," ","SMR04"," ","< 1 day",40
"2017/18","S08000031"," ","SMR04"," ","1 - 7 days",960
"2017/18","S08000031"," ","SMR04"," ","8 - 28 days",1685
"2017/18","S08000031"," ","SMR04"," ","29 days - 6 months",1430
"2017/18","S08000031"," ","SMR04"," ","> 6 months",350
"2017/18","S08000031"," ","Total","d","< 1 day",845
"2017/18","S08000031"," ","Total","d","1 - 7 days",3715
"2017/18","S08000031"," ","Total","d","8 - 28 days",2555
"2017/18","S08000031"," ","Total","d","29 days - 6 months",1685
"2017/18","S08000031"," ","Total","d","> 6 months",350
"2017/18","S08000022"," ","SMR01"," ","< 1 day",150
"2017/18","S08000022"," ","SMR01"," ","1 - 7 days",400
"2017/18","S08000022"," ","SMR01"," ","8 - 28 days",105
"2017/18","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2017/18","S08000022"," ","SMR01"," ","> 6 months",10
"2017/18","S08000022"," ","SMR04"," ","< 1 day",25
"2017/18","S08000022"," ","SMR04"," ","1 - 7 days",265
"2017/18","S08000022"," ","SMR04"," ","8 - 28 days",330
"2017/18","S08000022"," ","SMR04"," ","29 days - 6 months",245
"2017/18","S08000022"," ","SMR04"," ","> 6 months",75
"2017/18","S08000022"," ","Total","d","< 1 day",175
"2017/18","S08000022"," ","Total","d","1 - 7 days",670
"2017/18","S08000022"," ","Total","d","8 - 28 days",435
"2017/18","S08000022"," ","Total","d","29 days - 6 months",305
"2017/18","S08000022"," ","Total","d","> 6 months",85
"2017/18","S08000032"," ","SMR01"," ","< 1 day",310
"2017/18","S08000032"," ","SMR01"," ","1 - 7 days",940
"2017/18","S08000032"," ","SMR01"," ","8 - 28 days",310
"2017/18","S08000032"," ","SMR01"," ","29 days - 6 months",100
"2017/18","S08000032"," ","SMR01"," ","> 6 months",5
"2017/18","S08000032"," ","SMR04"," ","< 1 day",20
"2017/18","S08000032"," ","SMR04"," ","1 - 7 days",295
"2017/18","S08000032"," ","SMR04"," ","8 - 28 days",575
"2017/18","S08000032"," ","SMR04"," ","29 days - 6 months",450
"2017/18","S08000032"," ","SMR04"," ","> 6 months",90
"2017/18","S08000032"," ","Total","d","< 1 day",330
"2017/18","S08000032"," ","Total","d","1 - 7 days",1235
"2017/18","S08000032"," ","Total","d","8 - 28 days",885
"2017/18","S08000032"," ","Total","d","29 days - 6 months",545
"2017/18","S08000032"," ","Total","d","> 6 months",95
"2017/18","S08000024"," ","SMR01"," ","< 1 day",285
"2017/18","S08000024"," ","SMR01"," ","1 - 7 days",950
"2017/18","S08000024"," ","SMR01"," ","8 - 28 days",415
"2017/18","S08000024"," ","SMR01"," ","29 days - 6 months",230
"2017/18","S08000024"," ","SMR01"," ","> 6 months",10
"2017/18","S08000024"," ","SMR04"," ","< 1 day",305
"2017/18","S08000024"," ","SMR04"," ","1 - 7 days",625
"2017/18","S08000024"," ","SMR04"," ","8 - 28 days",830
"2017/18","S08000024"," ","SMR04"," ","29 days - 6 months",710
"2017/18","S08000024"," ","SMR04"," ","> 6 months",200
"2017/18","S08000024"," ","Total","d","< 1 day",590
"2017/18","S08000024"," ","Total","d","1 - 7 days",1575
"2017/18","S08000024"," ","Total","d","8 - 28 days",1245
"2017/18","S08000024"," ","Total","d","29 days - 6 months",945
"2017/18","S08000024"," ","Total","d","> 6 months",205
"2017/18","S08000025"," ","SMR01"," ","< 1 day",30
"2017/18","S08000025"," ","SMR01"," ","1 - 7 days",25
"2017/18","S08000025"," ","SMR01"," ","8 - 28 days",5
"2017/18","S08000025"," ","SMR01"," ","29 days - 6 months",0
