"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2012/13","S08000022"," ","0-17 years","Male","SMR04"," ",5," ","15.45"," ",5," ","15.45"," "
"2012/13","S08000022"," ","0-17 years","Female","SMR04"," ",10," ","32.94"," ",10," ","32.94"," "
"2012/13","S08000022"," ","18-24 years","Male","SMR04"," ",45," ","375.28"," ",40," ","333.58"," "
"2012/13","S08000022"," ","18-24 years","Female","SMR04"," ",40," ","374.25"," ",30," ","280.69"," "
"2012/13","S08000022"," ","25-39 years","Male","SMR04"," ",185," ","741.66"," ",140," ","561.26"," "
"2012/13","S08000022"," ","25-39 years","Female","SMR04"," ",150," ","577.15"," ",115," ","442.48"," "
"2012/13","S08000022"," ","40-64 years","Male","SMR04"," ",265," ","460.06"," ",205," ","355.9"," "
"2012/13","S08000022"," ","40-64 years","Female","SMR04"," ",250," ","412.24"," ",190," ","313.3"," "
"2012/13","S08000022"," ","65plus years","Male","SMR04"," ",140," ","477.44"," ",115," ","392.18"," "
"2012/13","S08000022"," ","65plus years","Female","SMR04"," ",145," ","403.9"," ",130," ","362.12"," "
"2012/13","S08000024"," ","0-17 years","Male","SMR04"," ",35," ","42.33"," ",15," ","18.14"," "
"2012/13","S08000024"," ","0-17 years","Female","SMR04"," ",45," ","57.12"," ",35," ","44.43"," "
"2012/13","S08000024"," ","18-24 years","Male","SMR04"," ",110," ","247.83"," ",70," ","157.71"," "
"2012/13","S08000024"," ","18-24 years","Female","SMR04"," ",115," ","246.34"," ",85," ","182.08"," "
"2012/13","S08000024"," ","25-39 years","Male","SMR04"," ",460," ","503.65"," ",345," ","377.74"," "
"2012/13","S08000024"," ","25-39 years","Female","SMR04"," ",335," ","356.65"," ",260," ","276.8"," "
"2012/13","S08000024"," ","40-64 years","Male","SMR04"," ",605," ","444.51"," ",490," ","360.01"," "
"2012/13","S08000024"," ","40-64 years","Female","SMR04"," ",570," ","405.81"," ",385," ","274.1"," "
"2012/13","S08000024"," ","65plus years","Male","SMR04"," ",300," ","537.23"," ",250," ","447.69"," "
"2012/13","S08000024"," ","65plus years","Female","SMR04"," ",365," ","496.36"," ",305," ","414.76"," "
"2012/13","S08000025"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000025"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000025"," ","18-24 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000025"," ","18-24 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000025"," ","25-39 years","Male","SMR04"," ",5," ","306.18"," ",5," ","306.18"," "
"2012/13","S08000025"," ","25-39 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000025"," ","40-64 years","Male","SMR04"," ",10," ","249.13"," ",10," ","249.13"," "
"2012/13","S08000025"," ","40-64 years","Female","SMR04"," ",5," ","126.68"," ",5," ","126.68"," "
"2012/13","S08000025"," ","65plus years","Male","SMR04"," ",5," ","239.81"," ",5," ","239.81"," "
"2012/13","S08000025"," ","65plus years","Female","SMR04"," ",5," ","211.42"," ",5," ","211.42"," "
"2012/13","S08000026"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000026"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000026"," ","18-24 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000026"," ","18-24 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000026"," ","25-39 years","Male","SMR04"," ",5," ","235.29"," ",5," ","235.29"," "
"2012/13","S08000026"," ","25-39 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000026"," ","40-64 years","Male","SMR04"," ",5," ","118.4"," ",5," ","118.4"," "
"2012/13","S08000026"," ","40-64 years","Female","SMR04"," ",10," ","247.46"," ",10," ","247.46"," "
"2012/13","S08000026"," ","65plus years","Male","SMR04"," ",5," ","268.67"," ",0," ","0"," "
"2012/13","S08000026"," ","65plus years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000028"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000028"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000028"," ","18-24 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000028"," ","18-24 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000028"," ","25-39 years","Male","SMR04"," ",10," ","485.44"," ",5," ","242.72"," "
"2012/13","S08000028"," ","25-39 years","Female","SMR04"," ",5," ","238.44"," ",5," ","238.44"," "
"2012/13","S08000028"," ","40-64 years","Male","SMR04"," ",20," ","384.02"," ",15," ","288.02"," "
"2012/13","S08000028"," ","40-64 years","Female","SMR04"," ",20," ","399.2"," ",15," ","299.4"," "
"2012/13","S08000028"," ","65plus years","Male","SMR04"," ",10," ","369"," ",10," ","369"," "
"2012/13","S08000028"," ","65plus years","Female","SMR04"," ",10," ","288.52"," ",5," ","144.26"," "
"2012/13","S08000029"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2012/13","S08000029"," ","0-17 years","Female","SMR04"," ",10," ","28.06"," ",5," ","14.03"," "
"2012/13","S08000029"," ","18-24 years","Male","SMR04"," ",75," ","451.75"," ",45," ","271.05"," "
"2012/13","S08000029"," ","18-24 years","Female","SMR04"," ",75," ","435.03"," ",40," ","232.02"," "
"2012/13","S08000029"," ","25-39 years","Male","SMR04"," ",240," ","777.3"," ",140," ","453.43"," "
"2012/13","S08000029"," ","25-39 years","Female","SMR04"," ",155," ","476.42"," ",100," ","307.37"," "
"2012/13","S08000029"," ","40-64 years","Male","SMR04"," ",240," ","382.56"," ",170," ","270.98"," "
"2012/13","S08000029"," ","40-64 years","Female","SMR04"," ",285," ","431.67"," ",190," ","287.78"," "
"2012/13","S08000029"," ","65plus years","Male","SMR04"," ",150," ","502.98"," ",120," ","402.39"," "
"2012/13","S08000029"," ","65plus years","Female","SMR04"," ",190," ","508.96"," ",150," ","401.81"," "
"2012/13","S08000030"," ","0-17 years","Male","SMR04"," ",10," ","25.03"," ",5," ","12.51"," "
"2012/13","S08000030"," ","0-17 years","Female","SMR04"," ",35," ","91.31"," ",20," ","52.18"," "
"2012/13","S08000030"," ","18-24 years","Male","SMR04"," ",75," ","360.85"," ",50," ","240.57"," "
"2012/13","S08000030"," ","18-24 years","Female","SMR04"," ",75," ","369.22"," ",45," ","221.53"," "
"2012/13","S08000030"," ","25-39 years","Male","SMR04"," ",270," ","764.55"," ",180," ","509.7"," "
"2012/13","S08000030"," ","25-39 years","Female","SMR04"," ",215," ","589.99"," ",145," ","397.9"," "
"2012/13","S08000030"," ","40-64 years","Male","SMR04"," ",370," ","540.74"," ",260," ","379.98"," "
"2012/13","S08000030"," ","40-64 years","Female","SMR04"," ",350," ","487.36"," ",230," ","320.27"," "
"2012/13","S08000030"," ","65plus years","Male","SMR04"," ",225," ","640.66"," ",175," ","498.29"," "
"2012/13","S08000030"," ","65plus years","Female","SMR04"," ",295," ","652.02"," ",245," ","541.51"," "
"2012/13","S08000031"," ","0-17 years","Male","SMR04"," ",35," ","31.35"," ",25," ","22.39"," "
"2012/13","S08000031"," ","0-17 years","Female","SMR04"," ",45," ","42.24"," ",35," ","32.86"," "
"2012/13","S08000031"," ","18-24 years","Male","SMR04"," ",175," ","289.14"," ",130," ","214.79"," "
"2012/13","S08000031"," ","18-24 years","Female","SMR04"," ",150," ","242.37"," ",100," ","161.58"," "
"2012/13","S08000031"," ","25-39 years","Male","SMR04"," ",695," ","607.38"," ",480," ","419.49"," "
"2012/13","S08000031"," ","25-39 years","Female","SMR04"," ",560," ","477.6"," ",365," ","311.29"," "
"2012/13","S08000031"," ","40-64 years","Male","SMR04"," ",1145," ","621.64"," ",850," ","461.48"," "
"2012/13","S08000031"," ","40-64 years","Female","SMR04"," ",945," ","476.06"," ",650," ","327.45"," "
"2012/13","S08000031"," ","65plus years","Male","SMR04"," ",440," ","577.47"," ",355," ","465.92"," "
"2012/13","S08000031"," ","65plus years","Female","SMR04"," ",595," ","560.52"," ",500," ","471.02"," "
"2012/13","S08000032"," ","0-17 years","Male","SMR04"," ",30," ","43.31"," ",25," ","36.09"," "
"2012/13","S08000032"," ","0-17 years","Female","SMR04"," ",50," ","75.34"," ",35," ","52.73"," "
"2012/13","S08000032"," ","18-24 years","Male","SMR04"," ",110," ","391.45"," ",75," ","266.89"," "
"2012/13","S08000032"," ","18-24 years","Female","SMR04"," ",95," ","348.91"," ",55," ","202"," "
"2012/13","S08000032"," ","25-39 years","Male","SMR04"," ",400," ","682.84"," ",285," ","486.52"," "
"2012/13","S08000032"," ","25-39 years","Female","SMR04"," ",335," ","536.21"," ",225," ","360.14"," "
"2012/13","S08000032"," ","40-64 years","Male","SMR04"," ",600," ","532.67"," ",425," ","377.3"," "
"2012/13","S08000032"," ","40-64 years","Female","SMR04"," ",510," ","424.17"," ",370," ","307.73"," "
"2012/13","S08000032"," ","65plus years","Male","SMR04"," ",240," ","522.09"," ",195," ","424.2"," "
"2012/13","S08000032"," ","65plus years","Female","SMR04"," ",290," ","472.68"," ",235," ","383.04"," "
"2012/13","RA2702"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2702"," ","0-17 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2702"," ","18-24 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2702"," ","18-24 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2702"," ","25-39 years","Male","SMR04"," ",25," ","",":",20," ","",":"
"2012/13","RA2702"," ","25-39 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2012/13","RA2702"," ","40-64 years","Male","SMR04"," ",35," ","",":",35," ","",":"
"2012/13","RA2702"," ","40-64 years","Female","SMR04"," ",20," ","",":",20," ","",":"
"2012/13","RA2702"," ","65plus years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2702"," ","65plus years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2701"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2701"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2701"," ","18-24 years","Male","SMR04"," ",40," ","",":",30," ","",":"
"2012/13","RA2701"," ","18-24 years","Female","SMR04"," ",15," ","",":",10," ","",":"
"2012/13","RA2701"," ","25-39 years","Male","SMR04"," ",80," ","",":",70," ","",":"
"2012/13","RA2701"," ","25-39 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2012/13","RA2701"," ","40-64 years","Male","SMR04"," ",100," ","",":",70," ","",":"
"2012/13","RA2701"," ","40-64 years","Female","SMR04"," ",25," ","",":",20," ","",":"
"2012/13","RA2701"," ","65plus years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2701"," ","65plus years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2704"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2704"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2704"," ","18-24 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2704"," ","18-24 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2704"," ","25-39 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2704"," ","25-39 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2704"," ","40-64 years","Male","SMR04"," ",10," ","",":",10," ","",":"
"2012/13","RA2704"," ","40-64 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2704"," ","65plus years","Male","SMR04"," ",10," ","",":",10," ","",":"
"2012/13","RA2704"," ","65plus years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","18-24 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","18-24 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","25-39 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2703"," ","25-39 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2703"," ","40-64 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2012/13","RA2703"," ","40-64 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","65plus years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2012/13","RA2703"," ","65plus years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","S08000015"," ","0-17 years","Male","SMR04"," ",10," ","27.22"," ",10," ","27.22"," "
"2013/14","S08000015"," ","0-17 years","Female","SMR04"," ",15," ","42.37"," ",10," ","28.25"," "
"2013/14","S08000015"," ","18-24 years","Male","SMR04"," ",60," ","388.9"," ",35," ","226.86"," "
"2013/14","S08000015"," ","18-24 years","Female","SMR04"," ",20," ","133.89"," ",20," ","133.89"," "
"2013/14","S08000015"," ","25-39 years","Male","SMR04"," ",215," ","760.58"," ",150," ","530.64"," "
"2013/14","S08000015"," ","25-39 years","Female","SMR04"," ",150," ","481.9"," ",105," ","337.33"," "
"2013/14","S08000015"," ","40-64 years","Male","SMR04"," ",335," ","523.45"," ",240," ","375.01"," "
"2013/14","S08000015"," ","40-64 years","Female","SMR04"," ",275," ","393.43"," ",200," ","286.13"," "
"2013/14","S08000015"," ","65plus years","Male","SMR04"," ",125," ","369.71"," ",105," ","310.56"," "
"2013/14","S08000015"," ","65plus years","Female","SMR04"," ",125," ","293.18"," ",110," ","258"," "
"2013/14","S08000016"," ","0-17 years","Male","SMR04"," ",10," ","90.46"," ",5," ","45.23"," "
"2013/14","S08000016"," ","0-17 years","Female","SMR04"," ",10," ","93.69"," ",5," ","46.84"," "
"2013/14","S08000016"," ","18-24 years","Male","SMR04"," ",25," ","645.83"," ",20," ","516.66"," "
"2013/14","S08000016"," ","18-24 years","Female","SMR04"," ",5," ","129.87"," ",5," ","129.87"," "
"2013/14","S08000016"," ","25-39 years","Male","SMR04"," ",100," ","1302.25"," ",45," ","586.01"," "
"2013/14","S08000016"," ","25-39 years","Female","SMR04"," ",40," ","486.68"," ",25," ","304.17"," "
"2013/14","S08000016"," ","40-64 years","Male","SMR04"," ",85," ","405.34"," ",55," ","262.28"," "
"2013/14","S08000016"," ","40-64 years","Female","SMR04"," ",85," ","389.02"," ",55," ","251.72"," "
"2013/14","S08000016"," ","65plus years","Male","SMR04"," ",65," ","553.8"," ",45," ","383.4"," "
"2013/14","S08000016"," ","65plus years","Female","SMR04"," ",50," ","357.76"," ",45," ","321.98"," "
"2013/14","S08000017"," ","0-17 years","Male","SMR04"," ",10," ","69.97"," ",5," ","34.99"," "
"2013/14","S08000017"," ","0-17 years","Female","SMR04"," ",15," ","111.02"," ",5," ","37.01"," "
"2013/14","S08000017"," ","18-24 years","Male","SMR04"," ",20," ","360.62"," ",15," ","270.47"," "
"2013/14","S08000017"," ","18-24 years","Female","SMR04"," ",15," ","279.02"," ",10," ","186.01"," "
"2013/14","S08000017"," ","25-39 years","Male","SMR04"," ",65," ","623.32"," ",45," ","431.53"," "
"2013/14","S08000017"," ","25-39 years","Female","SMR04"," ",90," ","802.21"," ",35," ","311.97"," "
"2013/14","S08000017"," ","40-64 years","Male","SMR04"," ",150," ","562.6"," ",90," ","337.56"," "
"2013/14","S08000017"," ","40-64 years","Female","SMR04"," ",115," ","407.79"," ",65," ","230.49"," "
"2013/14","S08000017"," ","65plus years","Male","SMR04"," ",75," ","467.2"," ",60," ","373.76"," "
"2013/14","S08000017"," ","65plus years","Female","SMR04"," ",100," ","526.51"," ",65," ","342.23"," "
"2013/14","S08000019"," ","0-17 years","Male","SMR04"," ",5," ","16.16"," ",5," ","16.16"," "
"2013/14","S08000019"," ","0-17 years","Female","SMR04"," ",15," ","50.82"," ",10," ","33.88"," "
"2013/14","S08000019"," ","18-24 years","Male","SMR04"," ",40," ","289.21"," ",35," ","253.05"," "
"2013/14","S08000019"," ","18-24 years","Female","SMR04"," ",40," ","296.43"," ",35," ","259.37"," "
"2013/14","S08000019"," ","25-39 years","Male","SMR04"," ",150," ","586.6"," ",120," ","469.28"," "
"2013/14","S08000019"," ","25-39 years","Female","SMR04"," ",105," ","386.65"," ",70," ","257.77"," "
"2013/14","S08000019"," ","40-64 years","Male","SMR04"," ",210," ","403.48"," ",175," ","336.23"," "
"2013/14","S08000019"," ","40-64 years","Female","SMR04"," ",215," ","395.8"," ",145," ","266.93"," "
"2013/14","S08000019"," ","65plus years","Male","SMR04"," ",155," ","662.36"," ",115," ","491.43"," "
"2013/14","S08000019"," ","65plus years","Female","SMR04"," ",155," ","527.34"," ",125," ","425.27"," "
"2013/14","S08000020"," ","0-17 years","Male","SMR04"," ",5," ","8.77"," ",5," ","8.77"," "
"2013/14","S08000020"," ","0-17 years","Female","SMR04"," ",20," ","37.3"," ",20," ","37.3"," "
"2013/14","S08000020"," ","18-24 years","Male","SMR04"," ",90," ","311.77"," ",65," ","225.17"," "
"2013/14","S08000020"," ","18-24 years","Female","SMR04"," ",110," ","387.91"," ",60," ","211.59"," "
"2013/14","S08000020"," ","25-39 years","Male","SMR04"," ",245," ","410.33"," ",165," ","276.34"," "
"2013/14","S08000020"," ","25-39 years","Female","SMR04"," ",215," ","371.41"," ",140," ","241.85"," "
"2013/14","S08000020"," ","40-64 years","Male","SMR04"," ",375," ","381.35"," ",280," ","284.74"," "
"2013/14","S08000020"," ","40-64 years","Female","SMR04"," ",345," ","348.98"," ",240," ","242.77"," "
"2013/14","S08000020"," ","65plus years","Male","SMR04"," ",230," ","531.39"," ",195," ","450.52"," "
"2013/14","S08000020"," ","65plus years","Female","SMR04"," ",230," ","431.54"," ",195," ","365.87"," "
"2013/14","S08000022"," ","0-17 years","Male","SMR04"," ",15," ","47.09"," ",10," ","31.39"," "
"2013/14","S08000022"," ","0-17 years","Female","SMR04"," ",30," ","99.52"," ",20," ","66.34"," "
"2013/14","S08000022"," ","18-24 years","Male","SMR04"," ",55," ","438.6"," ",40," ","318.98"," "
"2013/14","S08000022"," ","18-24 years","Female","SMR04"," ",65," ","609.7"," ",40," ","375.2"," "
"2013/14","S08000022"," ","25-39 years","Male","SMR04"," ",185," ","723.39"," ",130," ","508.33"," "
"2013/14","S08000022"," ","25-39 years","Female","SMR04"," ",135," ","524.74"," ",100," ","388.7"," "
"2013/14","S08000022"," ","40-64 years","Male","SMR04"," ",290," ","507.21"," ",230," ","402.27"," "
"2013/14","S08000022"," ","40-64 years","Female","SMR04"," ",270," ","449.1"," ",195," ","324.35"," "
"2013/14","S08000022"," ","65plus years","Male","SMR04"," ",135," ","444.99"," ",125," ","412.02"," "
"2013/14","S08000022"," ","65plus years","Female","SMR04"," ",140," ","379.99"," ",120," ","325.71"," "
"2013/14","S08000024"," ","0-17 years","Male","SMR04"," ",20," ","24.1"," ",15," ","18.07"," "
"2013/14","S08000024"," ","0-17 years","Female","SMR04"," ",65," ","81.93"," ",45," ","56.72"," "
"2013/14","S08000024"," ","18-24 years","Male","SMR04"," ",140," ","321.54"," ",100," ","229.67"," "
"2013/14","S08000024"," ","18-24 years","Female","SMR04"," ",125," ","269.9"," ",80," ","172.73"," "
"2013/14","S08000024"," ","25-39 years","Male","SMR04"," ",460," ","499.72"," ",325," ","353.07"," "
"2013/14","S08000024"," ","25-39 years","Female","SMR04"," ",390," ","409.6"," ",270," ","283.57"," "
"2013/14","S08000024"," ","40-64 years","Male","SMR04"," ",610," ","446.33"," ",475," ","347.56"," "
"2013/14","S08000024"," ","40-64 years","Female","SMR04"," ",625," ","443.54"," ",385," ","273.22"," "
"2013/14","S08000024"," ","65plus years","Male","SMR04"," ",315," ","545.96"," ",250," ","433.3"," "
"2013/14","S08000024"," ","65plus years","Female","SMR04"," ",370," ","493.37"," ",295," ","393.36"," "
"2013/14","S08000025"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000025"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000025"," ","18-24 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000025"," ","18-24 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000025"," ","25-39 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000025"," ","25-39 years","Female","SMR04"," ",10," ","585.14"," ",5," ","292.57"," "
"2013/14","S08000025"," ","40-64 years","Male","SMR04"," ",5," ","124.5"," ",5," ","124.5"," "
"2013/14","S08000025"," ","40-64 years","Female","SMR04"," ",5," ","126.84"," ",5," ","126.84"," "
"2013/14","S08000025"," ","65plus years","Male","SMR04"," ",5," ","235.4"," ",5," ","235.4"," "
"2013/14","S08000025"," ","65plus years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000026"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000026"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000026"," ","18-24 years","Male","SMR04"," ",5," ","517.6"," ",5," ","517.6"," "
"2013/14","S08000026"," ","18-24 years","Female","SMR04"," ",5," ","595.95"," ",5," ","595.95"," "
"2013/14","S08000026"," ","25-39 years","Male","SMR04"," ",10," ","473.48"," ",5," ","236.74"," "
"2013/14","S08000026"," ","25-39 years","Female","SMR04"," ",5," ","248.88"," ",5," ","248.88"," "
"2013/14","S08000026"," ","40-64 years","Male","SMR04"," ",5," ","119.22"," ",5," ","119.22"," "
"2013/14","S08000026"," ","40-64 years","Female","SMR04"," ",5," ","124.19"," ",5," ","124.19"," "
"2013/14","S08000026"," ","65plus years","Male","SMR04"," ",10," ","515.46"," ",10," ","515.46"," "
"2013/14","S08000026"," ","65plus years","Female","SMR04"," ",5," ","230.73"," ",5," ","230.73"," "
"2013/14","S08000028"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000028"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000028"," ","18-24 years","Male","SMR04"," ",5," ","531.91"," ",5," ","531.91"," "
"2013/14","S08000028"," ","18-24 years","Female","SMR04"," ",5," ","600.96"," ",5," ","600.96"," "
"2013/14","S08000028"," ","25-39 years","Male","SMR04"," ",5," ","247.77"," ",5," ","247.77"," "
"2013/14","S08000028"," ","25-39 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2013/14","S08000028"," ","40-64 years","Male","SMR04"," ",15," ","292.51"," ",10," ","195.01"," "
"2013/14","S08000028"," ","40-64 years","Female","SMR04"," ",15," ","301.33"," ",10," ","200.88"," "
"2013/14","S08000028"," ","65plus years","Male","SMR04"," ",5," ","178.57"," ",5," ","178.57"," "
"2013/14","S08000028"," ","65plus years","Female","SMR04"," ",5," ","144.09"," ",5," ","144.09"," "
"2013/14","S08000029"," ","0-17 years","Male","SMR04"," ",10," ","26.8"," ",5," ","13.4"," "
"2013/14","S08000029"," ","0-17 years","Female","SMR04"," ",10," ","28.24"," ",5," ","14.12"," "
"2013/14","S08000029"," ","18-24 years","Male","SMR04"," ",55," ","328.91"," ",35," ","209.31"," "
"2013/14","S08000029"," ","18-24 years","Female","SMR04"," ",90," ","524.08"," ",45," ","262.04"," "
"2013/14","S08000029"," ","25-39 years","Male","SMR04"," ",240," ","783.32"," ",130," ","424.3"," "
"2013/14","S08000029"," ","25-39 years","Female","SMR04"," ",135," ","416.81"," ",85," ","262.43"," "
"2013/14","S08000029"," ","40-64 years","Male","SMR04"," ",250," ","400.19"," ",160," ","256.12"," "
"2013/14","S08000029"," ","40-64 years","Female","SMR04"," ",315," ","478.94"," ",185," ","281.28"," "
"2013/14","S08000029"," ","65plus years","Male","SMR04"," ",155," ","502.77"," ",120," ","389.24"," "
"2013/14","S08000029"," ","65plus years","Female","SMR04"," ",225," ","589.19"," ",170," ","445.17"," "
"2013/14","S08000030"," ","0-17 years","Male","SMR04"," ",15," ","37.66"," ",10," ","25.11"," "
"2013/14","S08000030"," ","0-17 years","Female","SMR04"," ",30," ","78.59"," ",20," ","52.4"," "
"2013/14","S08000030"," ","18-24 years","Male","SMR04"," ",65," ","314.85"," ",45," ","217.97"," "
"2013/14","S08000030"," ","18-24 years","Female","SMR04"," ",75," ","373.15"," ",50," ","248.77"," "
"2013/14","S08000030"," ","25-39 years","Male","SMR04"," ",275," ","774.23"," ",200," ","563.08"," "
"2013/14","S08000030"," ","25-39 years","Female","SMR04"," ",210," ","574.6"," ",140," ","383.07"," "
"2013/14","S08000030"," ","40-64 years","Male","SMR04"," ",390," ","574.87"," ",290," ","427.46"," "
"2013/14","S08000030"," ","40-64 years","Female","SMR04"," ",340," ","476.46"," ",240," ","336.32"," "
"2013/14","S08000030"," ","65plus years","Male","SMR04"," ",255," ","705.06"," ",180," ","497.69"," "
"2013/14","S08000030"," ","65plus years","Female","SMR04"," ",315," ","685.01"," ",220," ","478.42"," "
"2013/14","S08000031"," ","0-17 years","Male","SMR04"," ",35," ","31.42"," ",30," ","26.93"," "
"2013/14","S08000031"," ","0-17 years","Female","SMR04"," ",60," ","56.33"," ",35," ","32.86"," "
"2013/14","S08000031"," ","18-24 years","Male","SMR04"," ",190," ","320.55"," ",140," ","236.19"," "
"2013/14","S08000031"," ","18-24 years","Female","SMR04"," ",150," ","249.78"," ",100," ","166.52"," "
"2013/14","S08000031"," ","25-39 years","Male","SMR04"," ",710," ","612.7"," ",500," ","431.48"," "
"2013/14","S08000031"," ","25-39 years","Female","SMR04"," ",570," ","480.84"," ",355," ","299.47"," "
"2013/14","S08000031"," ","40-64 years","Male","SMR04"," ",1225," ","667.35"," ",930," ","506.64"," "
"2013/14","S08000031"," ","40-64 years","Female","SMR04"," ",970," ","489.34"," ",680," ","343.04"," "
"2013/14","S08000031"," ","65plus years","Male","SMR04"," ",430," ","553.22"," ",340," ","437.43"," "
"2013/14","S08000031"," ","65plus years","Female","SMR04"," ",515," ","482.51"," ",430," ","402.87"," "
"2013/14","S08000032"," ","0-17 years","Male","SMR04"," ",25," ","36.26"," ",20," ","29.01"," "
"2013/14","S08000032"," ","0-17 years","Female","SMR04"," ",55," ","83.18"," ",35," ","52.93"," "
"2013/14","S08000032"," ","18-24 years","Male","SMR04"," ",100," ","358.36"," ",75," ","268.77"," "
"2013/14","S08000032"," ","18-24 years","Female","SMR04"," ",90," ","333.04"," ",50," ","185.02"," "
"2013/14","S08000032"," ","25-39 years","Male","SMR04"," ",350," ","601.92"," ",250," ","429.94"," "
"2013/14","S08000032"," ","25-39 years","Female","SMR04"," ",235," ","380.03"," ",165," ","266.83"," "
"2013/14","S08000032"," ","40-64 years","Male","SMR04"," ",445," ","395.36"," ",335," ","297.63"," "
"2013/14","S08000032"," ","40-64 years","Female","SMR04"," ",415," ","345.34"," ",305," ","253.8"," "
"2013/14","S08000032"," ","65plus years","Male","SMR04"," ",220," ","464.52"," ",180," ","380.06"," "
"2013/14","S08000032"," ","65plus years","Female","SMR04"," ",275," ","439.87"," ",215," ","343.9"," "
